CAS_Reg,Param,ParamGroup,USGSPCode
124-48-1,dibromochloromethane,"organics, other",NULL
12587-46-1,gross alpha particle activity,radiochemical,NULL
12587-47-2,gross beta particle activity,radiochemical,NULL
12672-29-6,aroclor 1248,NULL,NULL
12674-11-2,aroclor 1016,NULL,NULL
127-18-4,tetrachloroethylene,"organics, other",NULL
1330-20-7,"xylenes, total","organics, other",NULL
1332-21-4,asbestos,"inorganics, minor, non-metals",NULL
1336-36-3,total polychlorinated biphenyls (pcb),"organics, pcbs",NULL
135-98-8,sec-butylbenzene,"organics, other",NULL
13982-63-3,radium-226,radiochemical,NULL
142-28-9,"1,3-dichloropropane",NULL,NULL
14265-44-2,orthophosphate,nutrient,NULL
14265-44-2,"phosphate, total",nutrient,NULL
14280-30-9,hydroxide as calcium carbonate,"inorganics, major, non-metals",NULL
145-73-3,endothall,"organics, pesticide",NULL
14797-55-8,nitrate,nutrient,NULL
14797-65-0,nitrite,nutrient,NULL
14808-79-8,sulfate,"inorganics, major, non-metals",NULL
15117-96-1,uranium-235,NULL,NULL
15262-20-1,radium-228,radiochemical,NULL
1563-66-2,carbofuran,"organics, pesticide",NULL
156-59-2,"cis-1,2-dichloroethylene","organics, other",NULL
156-60-5,"trans-1,2-dichloroethylene","organics, other",NULL
15972-60-8,lasso,"organics, pesticide",NULL
1634-04-4,methyl tert-butyl ether,"organics, other",NULL
1646-87-3,aldicarb sulfoxide,"organics, pesticide",NULL
1646-88-4,aldicarb sulfone,"organics, pesticide",NULL
16655-82-6,3-hydroxycarbofuran,"organics, pesticide",NULL
16752-77-5,methomyl,"organics, pesticide",NULL
16887-00-6,chloride,"inorganics, major, non-metals",NULL
16984-48-8,fluoride,"inorganics, major, non-metals",NULL
1746-01-6,"2,3,7,8-tcdd","organics, other",NULL
18540-29-9,"chromium, hex","inorganics, minor, metals",NULL
1912-24-9,atrazine,"organics, pesticide",NULL
1918-00-9,dicamba,"organics, pesticide",NULL
1918-02-1,picloram,NULL,NULL
1918-16-7,propachlor,"organics, pesticide",NULL
21087-64-9,metribuzin,"organics, pesticide",NULL
23135-22-0,oxamyl,"organics, pesticide",NULL
23184-66-9,butachlor,"organics, pesticide",NULL
24959-67-9,bromide,"inorganics, major, non-metals",NULL
25321-22-6,"dichlorobenzenes, total",NULL,NULL
26523-64-8,trichlorotrifluoroethane,NULL,NULL
2764-72-9,diquat,NULL,NULL
50-32-8,benzo(a)pyrene,"organics, other",NULL
5103-71-9,alpha-chlordane,"organics, pesticide",NULL
5103-74-2,gamma-chlordane,NULL,NULL
51218-45-2,metolachlor,"organics, pesticide",NULL
53469-21-9,aroclor 1242,NULL,NULL
541-73-1,m-dichlorobenzene,"organics, other",NULL
542-75-6,"1,3-dichloropropene","organics, pesticide",NULL
56-23-5,carbon tetrachloride,"organics, other",NULL
563-58-6,"1,1-dichloropropene",NULL,NULL
57-12-5,cyanide,"inorganics, minor, non-metals",NULL
57-74-9,chlordane,NULL,NULL
58-89-9,bhc-gamma,"organics, pesticide",NULL
594-20-7,"2,2-dichloropropane",NULL,NULL
60-57-1,dieldrin,"organics, pesticide",NULL
621-64-7,n-nitrosodi-n-propylamine,"organics, other",NULL
630-20-6,"1,1,1,2-tetrachloroethane",NULL,NULL
631-64-1,dibromoacetic acid,NULL,NULL
63-25-2,carbaryl,"organics, pesticide",NULL
67-66-3,chloroform,"organics, other",NULL
68583-22-2,e. coli,NULL,NULL
71-43-2,benzene,"organics, other",NULL
71-52-3,bicarbonate as hco3,"inorganics, major, non-metals",NULL
71-55-6,"1,1,1-trichloroethane","organics, other",NULL
72-20-8,endrin,"organics, pesticide",NULL
72-43-5,methoxychlor,"organics, pesticide",NULL
7429-90-5,aluminum,"inorganics, minor, metals",NULL
7439-89-6,iron,"inorganics, minor, metals",NULL
7439-89-6,"iron, dissolved","inorganics, minor, metals",NULL
7439-92-1,lead,"inorganics, minor, metals",NULL
7439-95-4,magnesium,"inorganics, major, metals",NULL
7439-96-5,manganese,"inorganics, minor, metals",NULL
7439-97-6,mercury,"inorganics, minor, metals",NULL
7439-98-7,"molybdenum, total","inorganics, minor, metals",NULL
7440-02-0,nickel,"inorganics, minor, metals",NULL
7440-09-7,potassium,"inorganics, major, metals",NULL
7440-22-4,silver,"inorganics, minor, metals",NULL
7440-23-5,sodium,"inorganics, major, metals",NULL
7440-28-0,"thallium, total","inorganics, minor, metals",NULL
7440-36-0,"antimony, total","inorganics, minor, non-metals",NULL
7440-38-2,arsenic,"inorganics, minor, non-metals",NULL
7440-39-3,barium,"inorganics, minor, metals",NULL
7440-41-7,"beryllium, total","inorganics, minor, metals",NULL
7440-42-8,"boron, total","inorganics, minor, non-metals",NULL
7440-43-9,cadmium,"inorganics, minor, metals",NULL
7440-44-0,"carbon, total","inorganics, major, non-metals",NULL
7440-47-3,chromium,"inorganics, minor, metals",NULL
7440-50-8,"copper, free","inorganics, minor, metals",NULL
7440-61-1,combined uranium,radiochemical,NULL
7440-62-2,"vanadium, total","inorganics, minor, metals",NULL
7440-66-6,zinc,"inorganics, minor, metals",NULL
7440-70-2,calcium,"inorganics, major, metals",NULL
74-83-9,bromomethane,"organics, pesticide",NULL
74-87-3,chloromethane,"organics, other",NULL
74-95-3,dibromomethane,NULL,NULL
74-97-5,bromochloromethane,NULL,NULL
75-00-3,chloroethane,"organics, other",NULL
75-01-4,vinyl chloride,"organics, other",NULL
75-09-2,dichloromethane,"organics, other",NULL
75-25-2,bromoform,"organics, other",NULL
75-27-4,bromodichloromethane,"organics, other",NULL
75-34-3,"1,1-dichloroethane","organics, other",NULL
75-35-4,"1,1-dichloroethylene","organics, other",NULL
75-69-4,trichlorofluoromethane,"organics, other",NULL
75-71-8,dichlorodifluoromethane,"organics, other",NULL
75-99-0,dalapon,"organics, pesticide",NULL
76-03-9,trichloroacetic acid,"organics, other",NULL
7631-86-9,silica,"inorganics, major, non-metals",NULL
76-44-8,heptachlor,"organics, pesticide",NULL
7727-37-9,nitrogen-ammonia as (n),nutrient,NULL
7727-37-9,total kjeldahl nitrogen (in water mg/l),nutrient,NULL
77-47-4,hexachlorocyclopentadiene,"organics, other",NULL
7782-49-2,selenium,"inorganics, minor, non-metals",NULL
78-87-5,"1,2-dichloropropane","organics, pesticide",NULL
79-00-5,"1,1,2-trichloroethane","organics, other",NULL
79-01-6,trichloroethylene,"organics, other",NULL
79-08-3,monobromoacetic acid,NULL,NULL
79-11-8,monochloroacetic acid,NULL,NULL
79-34-5,"1,1,2,2-tetrachloroethane","organics, other",NULL
79-43-6,dichloroacetic acid,"organics, other",NULL
8001-35-2,toxaphene,"organics, pesticide",NULL
87-61-6,"1,2,3-trichlorobenzene",NULL,NULL
87-68-3,hexachlorobutadiene,"organics, other",NULL
88-85-7,dinoseb,"organics, pesticide",NULL
91-20-3,naphthalene,"organics, other",NULL
93-72-1,"2,4,5-tp","organics, pesticide",NULL
94-75-7,"2,4-d","organics, pesticide",NULL
95-49-8,o-chlorotoluene,"organics, other",NULL
95-50-1,o-dichlorobenzene,"organics, other",NULL
95-63-6,"1,2,4-trimethylbenzene","organics, other",NULL
96-18-4,"1,2,3-trichloropropane","organics, pesticide",NULL
98-06-6,tert-butylbenzene,"organics, other",NULL
98-82-8,isopropylbenzene,"organics, other",NULL
99-87-6,p-isopropyltoluene,NULL,NULL
None,"alkalinity, bicarbonate","inorganics, major, non-metals",NULL
None,"alkalinity, caco3 stability","inorganics, major, non-metals",NULL
None,"alkalinity, carbonate","inorganics, major, non-metals",NULL
None,"alkalinity, total","inorganics, major, non-metals",NULL
None,calcium,"inorganics, major, metals",NULL
None,calcium hardness,NULL,NULL
None,"carbon, total","inorganics, major, non-metals",NULL
None,coliform (tcr),NULL,NULL
None,color,NULL,NULL
None,combined radium (-226 & -228),NULL,NULL
None,conductivity @ 25 c umhos/cm,NULL,NULL
None,foaming agents (surfactants),NULL,NULL
None,"gross alpha, excl. radon & u",NULL,NULL
None,"hardness, carbonate",NULL,NULL
None,"hardness, total (as caco3)",NULL,NULL
None,langelier index (ph(s)),NULL,NULL
None,"manganese, dissolved","inorganics, minor, metals",NULL
None,mbas - foaming agents (surfactants),NULL,NULL
None,nitrate-nitrite,nutrient,NULL
None,odor,NULL,NULL
None,pentachlorophenol,NULL,NULL
None,ph,NULL,NULL
None,tds,NULL,NULL
None,temperature (centigrade),NULL,NULL
None,total haloacetic acids (haa5),NULL,NULL
None,tthm,NULL,NULL
None,turbidity,NULL,NULL
None,uv absorbance @254 nm,NULL,NULL
